,video_id,description,short_term,long_term,normalized_short_term,probability
385,4018,"Black woman wearing long white dress stands on stage holding award and talking. - Scene of people at a award show including black woman in white dress on the stage - An actresses, wearing a white dress, is talking at an award ceremony. - A gray haired man is watching a black female entertainer who is talking to the audience. - A black female entertainer is on stage at an award ceremony speaking to the audience",0.78,1.0,0.7618155306459641,9.253011e-10
386,4035,"Boy smiles at camera and waves. - Person in blue and green checked shirt has hand on metal pole and waves - A young boy wearing a blue plaid shirt, is smiling and waving. - A young lad in a blue and white print shirt is smiling and holding onto a silver looking pole and waving to someone. - A young person dressed in blue plaid shirt outside waving at someone",0.87,1.0,0.8348916146029469,1.7008026e-06
387,4044,"A young boy and girl balance on electric scooters indoors on bare floor, as older boy stands watching. - Two children circle on devices while a man watches - A boy, wearing a striped shirt, and a girl wearing a white shirt, are rolling on special kind of a skateboard, while an adult wearing red shirt is watching them, in a room. - Two children, a boy and a girl, are riding around a room on blue spinners which they are operating with their feet and spinning around and around. - An adult male in a room watching two children moving around the room on their own hover board.",0.76,0.83,0.7349682830687112,1.2014359e-20
388,4055,"Man flings open blue door then destroys it with fists and kicks. - Large man opens a blue door, kicks a hole in it, punches a hole in it and then rips it up - A heavy man, dressed in black, is opening a blue door, making a whole with his foot and hand, and then breaking the door to pieces. - A young man is leaving a room and is very angry and punches the door and tears it down. - A large black male in a black tee shirt opens a blue door leading to another room and proceeds to demolish it",0.96,1.0,0.9462335430054108,1.5781854e-13
389,4063,"Only one of several Asian men, wearing a floppy hat and blue jacket, eats food items voraciously while others handle and sniff. - Two Asian men eat food in front of a decorated wall - A young man wearing a blue jacket and a hat, is eating a hard boiled egg, surrounded by two other men trying to do the same. - Two young guys wearing hats are feeling some type of food and then put it in their mouths and eat it. - Asian males at a market eating fruit",0.62,0.86,0.5752904503786916,3.6273298e-09
390,4073,"Basketball player throws ball which he retrieves on bounce and makes basket. - On basketball court a player bounces the ball forward then catches it and sinks the basket - A basketball, blue top, player is throwing the ball to the basket of the white top team, at a game. - A young man from one of the basketball teams playing a game, throws the ball toward the basket and then runs to the ball and dunks it in the basket. - A basketball player performing a successful trick shot an indoor basketball arena",0.81,0.5,0.7702802422717769,3.893669e-18
391,4082,"Wide-eyed man has towel wrapped around his shoulders and up to cover most of his chin, and talks to camera. - Asian man has towel around his neck and talks toward camera - A young man, with curly dark hair, wrapped with a white towel.is repeating the same sentence over and over. - A young man who appears to have a towel wrapped around his neck, is yelling about calling the company and doing so over and over and over. - An asian male with a white towel around his shoulders talking to the cameras",0.73,0.63,0.7272727194763047,2.9039437e-14
392,4086,"Woman with dark glasses, wearing a Mickey Mouse sweat shirt, sits in chair and starts to write on newspaper on her lap. - Woman in sunglasses and black sweatshirt sits on the floor holding a marker and white paper with large lettering - A young woman, with long dark hair, wearing black top, dark glasses, is sitting , looking at a paper and talking. - One young gal is telling another gal how great she looks and the other thanks her for the kind words. - A young girl with long dark hair wearing sunglasses sits inside while writing something on a poster",0.8,0.75,0.7046554043105161,5.333983e-10
393,4101,"A man and a woman dance in bedroom where slightly overweight woman, repeatedly knocks legs together. - Bare-chested boy with helmet on his head and a woman with a green and red hat dance in a bedroom as a dog watches - A young woman, wearing a green-red hat, white t-shirt and blue shorts, is dancing with a shirtless young man, wearing a grey baseball cap, and a red bag on his waist, in a room. - A man and a woman are dancing to music. - A black male without a shirt and black female wearing a white top and gray shorts with a red and green hat are dancing in a small room with a dresser",0.92,1.0,0.9230769162005904,0.0017262528
394,4123,"Toddler ice hockey player from one team helps a player from the other team up from a fall. - Small children are playing hockey and an opponent helps a player get back up on his skates - Children are playing ice hockey, one team has a white shirt and the other a black shirt. - Young boys are playing a game of ice hockey and one falls and another helps him up. - A youth hockey player on a hockey rink picks up an opposing player that had fallen on the ice",0.87,0.7,0.8032995182421685,8.727781e-09
395,4126,"Man with no shirt in indoor garage uses baseball bat to smash a white car's windows. - In a parking garage, bare-chested man hits a white car with a bat, then jumps on the hood to hit windshield - A shirtless, young man hits a car on the side door, and the front window, and breaks the glass. - A young man is destroying the windows of a car with a baseball bat and his feet. - White male in a car parking garage smashing a vehicle with a club",0.89,0.89,0.8977866196637007,2.6798213e-11
396,4128,"Man walks into room and jumps, raises his arms, and quickly turns when the back of couch explodes into a standing man. - A person enters a building and goes to a counter when another person jumps up from in the counter - A young man dressed dark, is scaring other one dressed dark when he is approaching the desk. - Two men walk into a room, and one is attacked by paper flying from a printer. - White male walks by a desk when someone pops out of box and scares him",0.68,0.83,0.6818181753568893,3.7446136e-11
397,4131,"Two seated young people touch each other's faces then end up with a prolonged pinch of each other's face. - Two young Asian men sitting in front of a branch tug on each others faces - Two people, one dressed in green shirt, the other with pattern green shirt, are caressing and singing. - A young man and a young woman are holding each other and touching in many ways. - Two asian individuals outside during the day pulling on each others face",1.0,0.55,0.9999998983248658,7.5799264e-08
398,4139,"Girl wearing hat and shirt with 6 on one side and 13 on the other runs back and forth twice in darkened corridor as another girl follows. - In a dark hallway, two boys wearing football jerseys run with their hands over their heads - Two teenage boys, wearing white t-shirt and jeans, are running around, in a room. - Two people on a team of some sort are running around and cheering. - Young females wearing sport jerseys running through hallway",0.91,0.75,0.9100958473346076,1.518386e-08
399,4153,"Three men in a moving car are seen in alternate positions between driver, front passenger, and backseat passenger. - Three men in a car wave their hands and move about - three young men, appear in a sequential matter, singing in a car in the driving seat. - Three men are in a car are taking turns driving while singing at the same time. - Adult males listening to music riding in vehicle when the driver and a passenger switch places",0.77,0.38,0.7452814689713347,2.8402097e-14
400,4163,"A man in white long sleeved shirt convulses with laughter as he hold mike which is roughly retrieved by man wearing sleeveless white shirt. - On a stage, one Asian man takes microphone away from another while a third man watches - A young oriental man, wearing white shirt and dark pans, is laughing into a microphone, till another guy dressed like him, comes and takes away his microphone. - Three young men who are laughing are on a stage preparing to sing when one goes and takes the microphone away from the other. - Three asian males standing on stage, one of them holding a microphone laughing",0.91,1.0,0.8968340789158397,8.011736e-15
401,4165,"Two young Asian boys, one in pink one in blue, smile, sing, and move next to each other. - In a room, one young Asian boy throws a punch beside another's head and they talk - A boy, dressed with red shirt, talks to a boy dressed with dark shirt. - Two young Japanese children, who are obviously friends, are talking about liking each other. - Two young asian males in a room talking with each other and one shove arm past the others face",0.86,1.0,0.8170166956744359,4.598185e-08
402,4170,"Woman holds lamb which repeatedly responds to her bahs with his own and then stops and she laughs. - Girl with long blonde hair holds a goat in her arms and makes noises and the goat does too - A young woman, with long blonde hair, is holding a goat kid, and tries to get him to vocalize to her. - A woman is holding a baby goat and taking to it by saying baa and the goat repeats it. - A young woman is holding and talking to a small goat in a field during the day",0.96,1.0,0.9505308614492028,4.347157e-09
403,4177,"Girl sits on blanket in outside field with basket beside her, smiles land raises fist. - Asian girl sits on a blanket on a dirt field - An oriental young woman, with a long braid, is sitting on a a blanket and waves. - A young woman is seated on a picnic blanket and appears to be saying this pickle is good. - A young asian female is sitting on a blanket outside during the day",0.92,0.88,0.9199999930951236,3.4640214e-11
404,4192,"Figure leaps from overpass onto hard surface then rolls and clutches bent leg. - Person leaps from overpass to ground below and his shirt lands on top - A woman, with a ponytail, wearing a red shirt white jacket and black pans , is jumping from a bridge and rolls on the ground. - A young woman jumps off of a bridge and lands on the ground. - An individual with a cloth type cape jumps off of a bridge falls to the ground with an injured leg",0.88,0.73,0.8624641490420026,2.4777628e-05
405,4199,Black dog bounds up several steps from outside to inside. - Black dog bounces up outside staircase - A black dog is climbing the outdoor stairs. - A person is whistling for his dog and a black puppy comes running up the steps. - A short black dog runs up some stairs,0.87,1.0,0.8695652105938508,4.1948084e-11
406,4208,"Man stands on docked boat, holding large fish, when seal rises from water and grabs fish away from man. - Man holds a large green fish in a boat yard when a sea lion reaches up and takes the fish, while a pelican sits by - A young man, wearing a white baseball cap and brown cloths, is holding a huge green fish at the dock, till a sea creature takes it from him. - A young man is showing off the fish he caught when a seal jumps up and takes it away. - A white male is holding a fish while standing on a boat at a marina when a seal jumps out of the water and snatches out of his hands",0.93,0.75,0.9032272888366152,1.1824357e-09
407,4220,"Toy car with baby in it is being pushed and stops as another toy car goes by driven by a large animal-costumed driver. - On a path, small child sits in little red car when a larger red car pulls up, with animal wearing sunglasses and hat in the seat - A man is holding a toddler, sitting in a child car, to watch a stuffed animal creature driving additional child car, outdoors. - A child is being pushed in a stroller by a man and another vehicle drives up being driven by a bear wearing a hat who says hello. - A white male is pushing a baby in a child's car when bigger child's car pulls along side driven by a dog",0.89,0.71,0.8816948399227962,3.4165292e-31
408,4228,"Toy cow head is attached to white bucket on counter and moves up and down. - On front of white bucket, a white diamond shape has red balloon nose, red ears, black color under green glass eyes, and it bobs up and down - A made up, cow head, is moving along the music tempo. - Some type of pretend cow head is bobbling back and forth, and words are being said at the same time, by a group of people . - A cardboard animal head bounces up and down attached to bowl.",0.88,0.88,0.8401874022089727,7.720056e-19
409,4251,"Overhead screen in theatre setting shows closeup of man who then walks onto stage to applause. - Large screen shows boxers while below people walk on stage with pyrotechnics while audience cheers - Two wrestlers are shown on a big screen, at a game. - A boxing match is shown on a screen on a stage while the boxers are walking onto the stage. - Video of professional wrestlers as they walk toward the ring at indoor arena at night",0.84,0.55,0.8354665370987998,4.154266e-07
410,4259,"Very young black girl looks up at observer than clenches her fist and moves into the observer's area while looking angry. - Young black girl turns towards laughing voice and raises her fist - A little black child, with a ponytail, is looking at the camera. - A young girl is angry and tells the person talking to her to get out of my face. - A small black female child in a room makes fist gesture to the camera",0.89,0.88,0.8965010889278403,5.039918e-08
411,4260,"At night, 8 men circle rapidly around a motorcycle parked in the middle then stop and give an arm across chest salute. - Eight young men dance in a circle around a motor scooter at night - A group of seven teenage boys, are jumping in a circle and a tempo, around a small scooter. - A group of men are dancing in a circle around a motorcycle. - Several young males dance around a motor cycle outside at night",0.95,0.83,0.9383404145478742,2.9809375e-08
412,4261,"Blond woman wearing black string strap dress, sings than gives a maniacal grimace and whips out a flare. - Young blonde woman sings then lifts small blowtorch toward her face - A young woman, wearing a black top, is passing a bunsen flame over her face. - A young woman is singing that you say she is crazy and she says you are probably right and she blast a flare in her face. - A white female is singing inside when she holds the flame from a burner near her face",0.88,1.0,0.8846153780054355,1.2358224e-35
413,4298,"Outside in muddy area, a person watches as a man jumps from one side of a puddle to another and then jumps into a puddle which is deeper than he is tall. - In a muddy yard, a person jumps into a puddle and disappears from sight - A man is jumping once in the mud, then he jumps again and drowns in a deep puddle. - In a muddy yard, one man is showing another how to jump puddles, when he jumps into one and disappears into the ground, to the amazement of the other man. - A male individual in a back yard hops on the mud when he hops a second time and falls in to a big hole..",0.85,1.0,0.8418895874789685,6.7506334e-11
414,4305,"Human in costume which completely covers, strikes various poses against a green backdrop. - Figure in a Darth Vader costume moves around in front of green cloth - A person wearing all black , including a black mask, is dancing against a green background. - A man, dressed in a Darth Vader costume, is dancing in front of a green-screen in a room in a house. - An individual indoors dressed in a black costume poses in front of a green cloth.",0.76,1.0,0.7599999919385895,1.3847772e-10
415,4306,"In volley ball game, one side hits ball finally into opposing teams side while that team was huddling. - At a volleyball game, players push ball high in the air then hit it over the net into group of opponents who have their backs turned - A red team and a white team of basketball players are playing, in front of spectators. - In a college volleyball match, a server makes what his team thinks is an ace, but it is returned in a great play and the serving team looses the points. - A volley ball team on an indoor court returns the ball over the net to the other team that is huddled and not ready.",0.76,0.86,0.7399252231080292,5.7300703e-10
416,4315,"With several others watching, young man raises arms then right leg up high, and crotch of his jeans splits. - In a lobby, Asian blond man lifts his leg above his head, then grabs his crotch while others laugh - A person wearing a white jacket, is exercising in front of other person, wearing red jacket, tears its pants, and both burst laughing, in a room. - Four Japanese boys are in a storefront, yet dressed as if they are performing, when one of the boys shows a dance move that splits his pants in the crotch, and the boys all begin laughing. - A young asian in a shop during the day does a standing split and the individuals pants split",0.95,0.89,0.9473684141504332,4.049565e-26
417,4316,"At ocean front, man gives a younger man a piggy back ride, then sits on a bench as girl sits on his lap and wraps her arms around his neck. - At a waterfront park, one young Asian man jumps on the back of another then the two sit on park bench and hug - one young man wearing a white jacket is carrying another one, dressed the same, to sit on a bench, o n the boardwalk. - Two boys are walking outdoors, and one is jumping on the back of the other, and finally, they are seated and hug on a park bench. - Two young asian males dressed in white tops and dark shorts outside near the water during the day wind up sitting on a bench with one siting on the others lap",0.78,0.6,0.7593801263787882,6.2796624e-18
418,4319,"Man with raised brush, back side out, bobs head as a long legged spider moves up and down on the floor. - Man with black headdress and round wooden paddle looks at a bouncing spider on the floor - A young man, with a tight black kerchief on his head, is singing. - A black man, playing rap music, is holding a toilet mop and indicating he will swat a spider. - A black holding a hair brush in an inside room is holding a hair brush that is aimed at a spider.",0.86,0.91,0.8571428497815891,5.0751377e-19
419,4323,"Black and white cat sits upright on fabric covers and repeatedly paws between his lower legs. - Black and white cat sits upright and scratches at its rear end - A cat, white and black patches, is scratching its hind right leg on both sides, of the body., on a blanket. - Lying on a sofa with a TV remote, a cat is scratching its hind leg and groin, to the amusement of the videographer. - A black and white cat inside sitting on some cloth is pulling at its bottom",0.88,0.86,0.8645794619659303,1.7087298e-16
420,4326,"Man sits in chair, turns to look at another man in the room, then his chair tips and he looses balance and falls. - In a living room, a young man on a straight chair tilts backward and falls while someone watches from the couch - A young man, wearing dark baseball cap, an earring, and a white t-shirt, is sitting on a chair, is swinging on it, and eventually falls on the floor. - One boy in a living room turns to a friend, asking him if he could share something, when he overturns in his chair and falls to the floor. - A young white male siting on a chair inside a residence leans back and falls.",0.67,0.75,0.6666666594834322,1.5e-43
421,4331,"Two professional fighters in a ring are separated by official when one repeatedly bangs other kneeling man on the head. - Two men are wrestling in an area, one on his knees and the other pounding on the first man's head - Two wrestlers are on the stage, and one that is wearing green and red shorts wins over the one, that is wearing brownish shorts. - A video in a match between two fighters showing a series of rapid blows to the head and the winning of by a contestant. - During a martial arts fighting match in the ring of an indoor arena at night one fighter knocks the other fighter out.",0.82,0.5,0.8181818116801625,4.758014e-13
422,4344,"Man wearing sombrero on his back, is in kitchen with others in background as he talks and fiddles with stove controls finally throwing something down in frustration. - Man with sombrero on the back of his head moves controls of stove then men behind him wave tortillas - A Latin young man, sombrero in his back, wearing a plaid shirt is singing in the kitchen, playing with the oven's knobs. - A group of hispanic men, in a kitchen, are making a hip-hop song using appliances for props. - Three males in a kitchen making Mexican food.",0.75,1.0,0.7499999937896097,5.1376074e-12
423,4358,"A gameshow host introduces a contestant to two panels of judges. - People in game show stand behind podiums with their names and wave to player and host - A man narrator is presenting three competing groups of people, one of three women, and the third of a man and a woman, at a TV show. - A male contestant in a game show, waves at women and a male co-contestant. - Several young people standing on a stage during a game show some waving.",0.74,0.8,0.7407407344428958,1.1230654e-22
424,4361,"Cloudy day view of a sports field and stadium, and three rows of pink seats at front of one section. - Panorama shot of sidelines of a sports stadium - Security persons, wearing reflective vests, are standing in a sport arena , full of spectators. - A camera is panning the stadium and the field in which there will be a track and field event. - A video of people at an outdoor arena during the day.",0.73,0.44,0.7307692241491945,2.6703368e-12
425,4367,"Dog with tip of tongue showing, sleeps buried in pile of dog bones. - A dog lies on his back with his head with eyes closed and front paws showing in a large pile of dog biscuits - A dog is sleeping, covered with orange color dog treats. - A dog is sleeping in a mound of dog biscuits. - A dog is covered in a pile of dog treats",0.91,0.88,0.9090909016943832,1.8831103e-09
426,4380,"Oprah is interviewed and to make a point raises a hand with four fingers up and thumb across palm and then view shifts to another hand in the same configuration. - On a talk show, Oprah holds up four fingers together - A TV mogul, Oprah Winfrey, is interviews by a talk show, on TV., by a talk show person David Letterman. - Oprah Winfrey is being interviewed by Letterman, and she says she saw a show twice, but holds up four fingers, and a viewer sees that. - Famous celebrity Oprah Winfrey appears on the set of a nighttime talk show.",0.95,0.71,0.9394406841305644,0.0
427,4393,"View over hills and trees to man doing pushups across tire traced road. - Camera cuts from grass hedge to young man doing pushups on street curb - A young man wearing light blue t-shirt, and blue jeans, is doing pushups on the street. - The video shows grass followed by a man wearing a blue shirt doing pushups on the ground. - Someone walking outside during the days is walking next to shrubbery and sees young male doing push ups on the curb",0.81,0.88,0.8024313458709756,0.0
428,4396,"Football player drives long bedded truck around and up the football field. - A football player drives the cart around the field - A football player, with blue helmet, and blue and yellow uniforms, is driving a little game cart , on the field. - A football player is driving the medical vehicle, in an erratic manner, on the playing field - A football player is driving an emergency on the field during a daytime game.",0.57,0.83,0.5485995631113962,1.95533e-09
429,4452,"Boy wears Marvel sleeveless t-shirt and carries carton of chocolate milk and talks. - Boy in gray shirt with Marvel figures holds a carton of chocolate milk - A boy, dressed with light top, holds a chocolate milk carton, is dancing with it. - A young boy, holding a chocolate milk bottle and walking down a street singing,""it's a chocolate milk party'. - A young white male holding chocolate milk carton outside during the day",0.87,0.71,0.8571199950760977,1.3665324e-19
430,4454,"ABC newscast being made by woman holding mike in midst of crowd. - Woman is talking into microphone at a sporting event when a person in a football uniform leans around her to talk and she pushes him away - A woman with a long blonde hair, wearing striped top, is talking to a Channel 7 ABC, microphone , while surrounded by people. - A woman TV announcer in a crowd of sports fans is pushed and nearly groped by a man and she pushes him away. - A female reporter for channel 7 being surrounded by many spectators",0.8,0.89,0.7999999935824821,2.5183286e-14
431,4461,"Man in grotesque mask walks from hall into room where two toddlers scream and are frightened. - Man wearing a ask walks into a room and scares two black toddlers sitting on a leather couch - A person, wearing a scary mask, is approaching a room and scaring two toddlers, on a sofa. - A man wearing an ugly facial mask walks into a room with two small children on a sofa and scares them into screaming. - Two young black children are sitting on a couch inside when something frightens them",0.95,0.83,0.9271122670073928,7.126091e-12
432,4478,"Keyboard slowly played by one human hand. - A hand plays piano keys - A right hand is playing on a keyboard, - A video of a boy playing simple chords on a piano to accompany a singer. - Someone playing the piano and singing",0.83,0.83,0.8259564917395009,5.9490566e-07
433,4493,"Man sits on drivers side in car parked at side of road, drinks his coffee from a yellow take out, and talks. - Man sits at a car steering wheel, drinks from paper coffee cup and waves his hand - A driver is sitting and talking to another person, while holding a yellow cup of coffee. - A man sitting in the drivers\'s seat in a car is talking to his GPS asking for directions and it is not giving him what he wants, and finally the GPS calls him stupid. - A white male drinking coffee in a vehicle during the day is trying to get directions",0.9,0.75,0.8934184565020782,5.799784e-16
434,4499,"Standing behind a red cord and metal stand divider, two of seven young men jump up and down and point up. - Several Asian men in tuxedos stand behind red ropes and jump up and down and wave - A group of seven young men, dresses with a grey suits, are jumping and dancing at a performance. - A group of asian young men are standing in line, on stage, and cheering as if they had won an award, and the crowd cheers as well. - A group of young asian males are being cheered on a stage at an outside venue",0.89,0.71,0.8911535227588216,4.3573212e-10
435,4500,"In a large vestibule, man dressed in space suit looking attire, gives a thumbs up gesture. - Man in astronaut suit and one in scuba diver suit walk toward a white circular table - A person, dressed as an astronaut, is talking with a young man, dresses in reddish outfit, near a round table, in a room. - Actors, dressed in space costume, are on the set of a movie and making comments. - A young male is dressed in astronauts suit at an indoor location",0.83,1.0,0.8058366250431543,3.892933e-17
436,4502,"Young woman stands at a window looking out on lighted night scene and gestures to an observer to come join her. - Blond Asian man looks out window onto night scene with building lights - A young man, with blonde dyed hair and an earring, is waving and looking outside the window. - A male asian boy is motioning the camera to come closer to him and see out of a window, a night view that he sees. - A young asian is looking out of a window at night",0.93,0.6,0.9259259192757188,4.395736e-13
437,4505,"Young boy listens to phone at kitchen counter, puts it down, and dances. - Young black boy puts cell phone down on a counter, moves about and then starts to fall - A black boy, stands near a counter top, and then moves and starts to dance , in a room. - In a kitchen, a young black boy gets a phone message, and he begins dancing and contorting wildly, and nearly falls over. - A young black male standing at a kitchen counter begins dancing.",0.92,0.8,0.9222758764258492,7.834998e-14
438,4510,"Woman wearing glasses, with long hair, stands and talks and smiles behind podium with sign indicating its in the White House in Washington. - Woman in glasses stands at White House press conference podium - An actress, wearing white top and a blue jacket, s talking at the white house. - A video clip from a TV show, depicting a White House Press Secretary talking to reporters from the podium. - A white house employee inside talking to reporters",0.93,0.57,0.9058628851520568,5.0535572e-08
439,4534,"Dog on leash walks on figured sidewalk, then hard top as some snow flakes fall. - Orange and white dog walks on a leash while hail falls on him - A brown dog, is walking with a leash, outdoors. - A woman is teaching her dog to walk and run, obediently, on a leash under many conditions. - A brown and white is being walked on a lease outside when it is hailing",0.62,0.86,0.619047613463316,2.3541834e-19
440,4550,"In a daylight baseball game at an outside stadium, the batter is almost hit by the pitch and the catcher in a red jersey and facemask tries to catch the ball, but it rolls out of his grasp, as shown in an instant replay - Men on a field outside playing a baseball game. - A baseball game where the pitcher almost hits the batter with the ball, but the batter is able to avoid being hit. - In a baseball game, a catcher in a red shirt drops a pitched ball. - A pitcher (RedSocks) brushes back a batter at the plate.",0.9,0.57,0.8999999927946758,1.4450202e-06
441,4551,"A young man in baseball jersey and blue cap standing outside a house announces--""How to piss off a neighbor"" and then bounces a baseball off a passing car which screeches to a stop while the pitcher and his friend run into an open garage. - A young boy in a baseball cap talks into the camera and as a car drives by he throws and hits the car with a ball, then two boys take off running when he car stops. - Two teenagers showing how the can upset a neighbor by throwing a missile st the neighbors car and then they run into their garage. - A teenaged boy in blue shorts and gray t-shirt throws a ball at a car, which stops, and two boys run away. - Two young boys playing a prank, throw a football at a moving car that screeches to a halt, while the boys run away.",0.95,0.67,0.9520170851918875,6.7411084e-30
442,4567,"A football player wearing a red #2 Cleveland jersey and a navy baseball cap with a red visor sits on the bench in the sidelines reading a blue, plastic computer display and then repeatedly hits himself on the top of his head with the blue pad as teammates and a coach walk past him. - A man sitting on a bench in a ""Cleveland"" football uniform hits himself in the head with a blue object. - A Cleveland Bears player is upset about the score in the game. - A football player in a red Cleveland jersey sits on a bench and bangs his head with a blue tablet, as a caption mentions Kirk Cousins. - A professional football player shows remorse at a play, while looking at a relay monitor.",0.8,0.82,0.7608466640835164,2.705818e-15
443,4569,"An Asian woman in a long black graduation robe runs with a soccer ball her hand on a field. - A Japanese girl with a soccer ball and wearing a long coat is running toward someone. - An Asian girl with long black hair, wearing a long blue coat runs across a field toward the camera carrying a soccer ball and smiling. - A young school girl in a costume, runs across a school yard carrying a soccer ball. - A girl wearing a blue robe runs in a field with a soccer ball in her hand.",0.82,1.0,0.8235294043194317,4.327335e-12
444,4572,"A black man with extensive arm tattoos sits on outdoor chairs at a glass table with a pile of what looks like marijuana spread in front of him as he handles a handful and spreads it on a white sheet of paper and then folds the paper lengthwise over it. - An African American man in a gray shirt is sitting at a glass dining room table rolling something green in a white sheet of paper. - A black man talking about never needing a women and wearing a light blue tee shirt with a logo on it and working at a table. - An African man in a gray t-shirt with a small red emblem sits in front of an oblong white paper with a line of tan material down the middle, and speaks as he starts to enfold the material. - A black man, folding weed into a large paper, as if he were making a reefer.",0.9,0.88,0.8996163993113279,9.0668874e-26
445,4581,"In a night shot of a city street, the camera zooms in on a neon sign with ""Dick's"" in large white capital letters on one line and the second in smaller white neon showing ""SPORTING GOODS,"" but the neon light is out on the last part: ""G GOODS."" SPORTING GOODS"" but the neon does not light up ""G GOODS"" - Cars ride by at night as a sign for ""Dick's Sporting"" is being filmed. - A sign for Dick's Sportin with an announcer asking ""Dick's Sportin whats he sportin, We just don't Know"". - On a nighttime street with cars passing, neon letters spell out Dick's Sportin. - I man films a store sign at night, and makes fun of the message sent from lights being out on the sign.",0.81,0.78,0.8148148085258965,1.4146011e-21
446,4588,"A young Asian woman vacuums the carpet inside an apartment as another in white shirt and long black-and-white skirt folds clothing - An Asian women is vacuuming a room while another one folding clothes. - Two Japanese women cleaning up a room, one wearing a tee shirt and pants with an orange stripe is vacuuming and the other, wearing a dress silk shirt and is folding clothes. - An Asian girl in white shirt and black pants with an orange stripe vacuums a rug while another girl in a long black and white skirt folds a cloth. - An asian girl vacuuming in a bedroom, while a child and videographer look on.",0.91,0.88,0.913043471431894,0.0
447,4592,"Inside an apartment with black walls and bright furniture and art, a black youth sits with his pocket camer, his baseball hat worn backwards until a young girl passes and he he pulls her back onto his lap and with his arms around her. - A young man is playing a video game when a young woman approaches him, and as she begins to walk away he pulls her back towards him and continues to play the game. - A man wearing a sleeveless shirt, a baseball cap backwards sitting on a bar stool in a living room and playing a video game, when a young lady wearing a black top and black pants, comes to get his attention and he ignores her, so she storms away but he grabs her hand and turns her around and lets her play with the video game. - In a room with a yellow couch, a young Latina approaches a man playing with a remote, and he pulls her into his lap. - A young black man, waiting to take a photo, is approached by a young girl, whom he spins and hugs.",0.86,0.67,0.8571428505015566,4.317534e-06
448,4606,"The hand of a black woman with manicured red nails reaches into a silver Neiman-Marcus shopping bag and pulls out a fur coat displaying the embroidered name Neiman-Marcus on the inside collar. - A person removing a fur from a Neiman-Marcus shopping bag. - A Neiman-Marcus shopping bag next to a vase of flowers, then a hand reaches into the bag with red finger nail polish and lifts the top layer of paper off to show a fur coat with a Neiman-Marcus label. - A hand with red nail polish reaches into a Neiman Marcus shopping bag and then fondles a fur coat. - A black woman removes a mink stole from a Neiman Marcus bag.",0.9,0.71,0.9047618979945394,0.0
449,4629,"In pre-game ceremonies in a football game between Oregon and Ohio State, a duck-headed mascot runs out onto the football field near the 10 yard line. - A person dressed like a duck runs across a field at a football game stadium. - A football field with the Oregon Ducks football mascot running onto the field. - On a football field in front of a crowd, a person in a duck costume runs across the 10-yard line after a puff of smoke, - At an Oregon, Ohio State football game, a mascot runs onto the field when points are scored.",0.76,0.82,0.5283048405886377,3.8253772e-10
450,4639,"Politician Hillary Clinton, dressed in a dark blue top. plays dominoes in a rec room and yells and waves her hands, then yells when she is declared the winner. - Hillary Clinton gets excited while playing a game of dominos. - A blond women with short hair playing dominoes and places the winning domino on the table and rejoices. - A middle-aged blonde woman at a dominoes table plays with some tiles then throws up her hands. - A political candidate is playing cribbage with supporters, when the game is won.",0.72,0.71,0.6920664804645947,2.0909226e-15
451,4644,"A striped hammock on an outdoor porch with a red bucket wriggles with rap singing in the background and then turns around to reveal the head of a white woman with sunglasses and long brown hair, parted in the middle, who is concealed within the hammock. - Outside, a woman wearing sunglasses is hanging inside a green bag with her head stuck out. - An oriental women wearing sunglasses and brown hair is hanging in a green and white striped hammock that is shaped to look like a hanging balloon. - A black and white striped sack hanging on a patio turns to reveal a girl wearing sunglasses inside it. - A girl is hanging upside-down in a sack, when she turns around, exposing her head, appearing to be headless.",0.83,0.86,0.8260273863300671,9.814249e-16
452,4653,"Two monkeys hop on the back of a wild boar, with black men chasing them and background music about ""dodging jail."" - Outside two monkeys are running from some men and jump on the back of an animal. - Two monkeys jumped on a running wild boar that is being chased by several hunters. - Two monkeys jump on a warthog's back and are carried away from a line of African hunters. - A ferule pig is mounted by apes, while hunters are on the move in Africa.",0.88,0.83,0.8766011168700396,1.475149e-16
453,4664,"Two hockey players, one in white top with 24 on the back, and another in black jersey with the gold numeral 28 until two referees, one with 51 on his back, skate in to stop the fight. - Two hockey players are fighting and two referees come to break them up. - Two hockey players dressed in uniforms of their respective teams are fighting on the ice until the referees put a stop to the fight. - In an ice hockey game, two referees break up a fight between #24 and #28 of rival teams, who then embrace. - Two hockey players punching each other, being separated by a referee, and hugging.",0.61,0.5,0.6020942479008029,1.325512e-06
454,4673,"Asian women practice baseball inside a gymnasium with two women practicing batting and another running in front of them in a short blonde hairdo practicing catching. - In a batting cave, old women are hitting baseballs. - A batting cage in Japan with several younger children batting the balls and one catching them. - Older Asian women take batting practice in batting cages with yellow doors. - Women at a batting cage, indoors, and one is fielding the balls.",0.68,0.56,0.6827634807037267,9.9352055e-17
