video_id,video_url,description
3742,https://v.cdn.vine.co/r/videos/042BF9DF121088111657940668416_229a1a1e652.0.3.3562571419505417705.mp4,"A young guy pulls a girl student leg, she falls, and another student shakes the first one shoulders, in a room."
3742,https://v.cdn.vine.co/r/videos/042BF9DF121088111657940668416_229a1a1e652.0.3.3562571419505417705.mp4,"A couple is walking and a young man trips the woman who falls to the ground and the man goes over to the tripper, grabs him and the young woman comes tell him to leave the situation."
3742,https://v.cdn.vine.co/r/videos/042BF9DF121088111657940668416_229a1a1e652.0.3.3562571419505417705.mp4,Three asian individuals two male one female with a food tray in a cafeteria and one male trips the female who falls to the floor .
3749,https://mtc.cdn.vine.co/r/videos/9CDEA40A671263688917698469888_4d2f77193e5.1.1.11910790852765785831.mp4,Guinea pig is fed blueberries as he sits on person's lap.
3749,https://mtc.cdn.vine.co/r/videos/9CDEA40A671263688917698469888_4d2f77193e5.1.1.11910790852765785831.mp4,A person feeds blueberries to a hamster who sits up on his hind legs
3749,https://mtc.cdn.vine.co/r/videos/9CDEA40A671263688917698469888_4d2f77193e5.1.1.11910790852765785831.mp4,"An animal, Guinea-pig is fed with some berries, with human hand."
3749,https://mtc.cdn.vine.co/r/videos/9CDEA40A671263688917698469888_4d2f77193e5.1.1.11910790852765785831.mp4,A pet is being fed grapes one at a time and chews them up.
3749,https://mtc.cdn.vine.co/r/videos/9CDEA40A671263688917698469888_4d2f77193e5.1.1.11910790852765785831.mp4,A brown and white guinea pig is sitting on someones lap inside while being fed fruit
3752,https://mtc.cdn.vine.co/r/videos_h264high/05325FB6CB1278897697960701952_4f83a6f913f.3.0.11494288796845403251.mp4,Two girls and a woman siting against blue background play with many puppies.
3752,https://mtc.cdn.vine.co/r/videos_h264high/05325FB6CB1278897697960701952_4f83a6f913f.3.0.11494288796845403251.mp4,Three women cuddle several puppies on a table top
3752,https://mtc.cdn.vine.co/r/videos_h264high/05325FB6CB1278897697960701952_4f83a6f913f.3.0.11494288796845403251.mp4,"Three young woman, are holding puppies, white, brown, and brown, on a table."
3752,https://mtc.cdn.vine.co/r/videos_h264high/05325FB6CB1278897697960701952_4f83a6f913f.3.0.11494288796845403251.mp4,"Two young girls, one African American and one white, are standing at a table inside a room, playing with a group of cute puppies."
3752,https://mtc.cdn.vine.co/r/videos_h264high/05325FB6CB1278897697960701952_4f83a6f913f.3.0.11494288796845403251.mp4,Three young females sitting at a table inside each of them cuddle with several puppies.
3756,https://mtc.cdn.vine.co/r/videos/B5C14DD3B01224433427919814656_1434901669707b7ab5c5.2496.mp4,"Man sitting at table crumbles napkin, thanks someone, gets up and walks away."
3756,https://mtc.cdn.vine.co/r/videos/B5C14DD3B01224433427919814656_1434901669707b7ab5c5.2496.mp4,"In a restaurant, a man crumbles a paper bag, then stands and bumps into a wall"
3756,https://mtc.cdn.vine.co/r/videos/B5C14DD3B01224433427919814656_1434901669707b7ab5c5.2496.mp4,"A young man wearing a blue shirt, folds the brown bag, and get up and walks, in a room."
3756,https://mtc.cdn.vine.co/r/videos/B5C14DD3B01224433427919814656_1434901669707b7ab5c5.2496.mp4,A young man in a lunch room of some type appears to crinkle up his lunch bag after eating what was in it.
3756,https://mtc.cdn.vine.co/r/videos/B5C14DD3B01224433427919814656_1434901669707b7ab5c5.2496.mp4,White male wearing dark shirt sitting in a restaurant mashing a paper bag and then walking into a wall
3758,https://mtc.cdn.vine.co/r/videos/0AE5ACD8201008266549070581760_159b1553e78.4.13832966607327028658_X.VkS2I.zhZgImUrXtXPv6XIW04MocVJaeJBkgn.Lo0kjqEonrfD9.AR.aNa6n1J.mp4,Two men on rooftop argue and one with red shirt hits other.
3758,https://mtc.cdn.vine.co/r/videos/0AE5ACD8201008266549070581760_159b1553e78.4.13832966607327028658_X.VkS2I.zhZgImUrXtXPv6XIW04MocVJaeJBkgn.Lo0kjqEonrfD9.AR.aNa6n1J.mp4,"On a building balcony, one man swings his arm against the other's forehead and that man shouts back at him"
3758,https://mtc.cdn.vine.co/r/videos/0AE5ACD8201008266549070581760_159b1553e78.4.13832966607327028658_X.VkS2I.zhZgImUrXtXPv6XIW04MocVJaeJBkgn.Lo0kjqEonrfD9.AR.aNa6n1J.mp4,"Two young men wearing reddish shirts are talking and hitting each other, standing on a balcony."
3758,https://mtc.cdn.vine.co/r/videos/0AE5ACD8201008266549070581760_159b1553e78.4.13832966607327028658_X.VkS2I.zhZgImUrXtXPv6XIW04MocVJaeJBkgn.Lo0kjqEonrfD9.AR.aNa6n1J.mp4,Two young men are outside on a building yelling at each other and one of them hits the other on the head and then continues to berate him.
3758,https://mtc.cdn.vine.co/r/videos/0AE5ACD8201008266549070581760_159b1553e78.4.13832966607327028658_X.VkS2I.zhZgImUrXtXPv6XIW04MocVJaeJBkgn.Lo0kjqEonrfD9.AR.aNa6n1J.mp4,Two white men standing outside on a balcony during the daytime arguing
3761,https://v.cdn.vine.co/r/videos/620C69842E1305675842772717568_45f1a93647c.3.0.2075316193757992591.mp4,"Young male skateboarder skates over rise, down small hill, over enclosure onto paved highway."
3761,https://v.cdn.vine.co/r/videos/620C69842E1305675842772717568_45f1a93647c.3.0.2075316193757992591.mp4,Young man on skateboard leaps over small embankment to road surface and lands
3761,https://v.cdn.vine.co/r/videos/620C69842E1305675842772717568_45f1a93647c.3.0.2075316193757992591.mp4,"A young man wearing a grey shirt and black pants, is skateboarding over huge distances, in the street."
3761,https://v.cdn.vine.co/r/videos/620C69842E1305675842772717568_45f1a93647c.3.0.2075316193757992591.mp4,"There is a young man skateboarding down a street, and this is shown twice, who then jumps over a grassy part and lands in the street."
3761,https://v.cdn.vine.co/r/videos/620C69842E1305675842772717568_45f1a93647c.3.0.2075316193757992591.mp4,Male skateboarder in gray sweatshirt outside during the daytime starts skating in a parking lot jumps over a hill and lands in the street
3780,https://v.cdn.vine.co/r/videos/53A63825991050583407299788800_1ada9ec60ce.4.7.17659797096644754441.mp4,"At crowded beach, a person is thrown up in the air, twirls, then is caught."
3780,https://v.cdn.vine.co/r/videos/53A63825991050583407299788800_1ada9ec60ce.4.7.17659797096644754441.mp4,"On a crowded beach, a person is tossed in the air and does a twist before landing in outstretched arms"
3780,https://v.cdn.vine.co/r/videos/53A63825991050583407299788800_1ada9ec60ce.4.7.17659797096644754441.mp4,"A group of people are holding a man on a blanket, and lifting him up, outdoors."
3780,https://v.cdn.vine.co/r/videos/53A63825991050583407299788800_1ada9ec60ce.4.7.17659797096644754441.mp4,A crowd of people is meeting a snow hype of gathering or event dandy persona is tossed in the air and then caught.
3780,https://v.cdn.vine.co/r/videos/53A63825991050583407299788800_1ada9ec60ce.4.7.17659797096644754441.mp4,Young people at beach during the day throwing a male into the air
3789,https://mtc.cdn.vine.co/r/videos_h264high/924B3246121389324960258195456_5da5a00fd4a.35.1.541C98A0-9092-458F-A4A0-784A22BFFA75.mp4,Boy on basketball court drives toward basket but dodges around squirrel to continue drive and make basket.
3789,https://mtc.cdn.vine.co/r/videos_h264high/924B3246121389324960258195456_5da5a00fd4a.35.1.541C98A0-9092-458F-A4A0-784A22BFFA75.mp4,"On an outdoor basketball court, a squirrel walks towards man's sneaker, he runs in other direction and scores a basket"
3789,https://mtc.cdn.vine.co/r/videos_h264high/924B3246121389324960258195456_5da5a00fd4a.35.1.541C98A0-9092-458F-A4A0-784A22BFFA75.mp4,"A young black guy, black t-shirt and bl wearing green shorts, bounces a basket balls trying to avoid a squirrel, and throws it to the basket, outdoors."
3789,https://mtc.cdn.vine.co/r/videos_h264high/924B3246121389324960258195456_5da5a00fd4a.35.1.541C98A0-9092-458F-A4A0-784A22BFFA75.mp4,A lone young man is dribbling and shooting basketballs into a hoop and is being watched by a square.
3789,https://mtc.cdn.vine.co/r/videos_h264high/924B3246121389324960258195456_5da5a00fd4a.35.1.541C98A0-9092-458F-A4A0-784A22BFFA75.mp4,Young black male on an outdoor basketball court during the day dribbling and dunking a basketball when a squirrel appears
3804,https://mtc.cdn.vine.co/r/videos_h264high/ADC876BF361381963140828487680_SW_WEBM_1472459895574d70a853301.mp4,A stage setting for several men wearing pink tops during which one man repeatedly tosses another up before setting him down.
3804,https://mtc.cdn.vine.co/r/videos_h264high/ADC876BF361381963140828487680_SW_WEBM_1472459895574d70a853301.mp4,"On a stage, young men wearing pink jackets toss one of the men into the air and catch him"
3804,https://mtc.cdn.vine.co/r/videos_h264high/ADC876BF361381963140828487680_SW_WEBM_1472459895574d70a853301.mp4,A group of six young guys wearing pink blazers are lifting a guy from horizontal position.
3804,https://mtc.cdn.vine.co/r/videos_h264high/ADC876BF361381963140828487680_SW_WEBM_1472459895574d70a853301.mp4,Seven young men are dancing in a studio and one of the men is thrown into the air and caught when he comes down.
3804,https://mtc.cdn.vine.co/r/videos_h264high/ADC876BF361381963140828487680_SW_WEBM_1472459895574d70a853301.mp4,Several asian males one with a microphone on stage at an indoor venue tossing an individual in the air with loud music and cheering in background
3807,https://mtc.cdn.vine.co/r/videos/DDE7F8B4BA1330762962935373824_51609253d33.9.0.11372736482203496161.mp4,Woman wearing dress and high heel shoes bounces basketball as she hurries toward counter behind which 2 men sit.
3807,https://mtc.cdn.vine.co/r/videos/DDE7F8B4BA1330762962935373824_51609253d33.9.0.11372736482203496161.mp4,Blonde woman in a suit dribbles and holds basketball as she trots along basketball game sideline
3807,https://mtc.cdn.vine.co/r/videos/DDE7F8B4BA1330762962935373824_51609253d33.9.0.11372736482203496161.mp4,"A woman dressed with a grey jacket and grey skirt, is bouncing a ball, in an arena."
3807,https://mtc.cdn.vine.co/r/videos/DDE7F8B4BA1330762962935373824_51609253d33.9.0.11372736482203496161.mp4,The coach of a woman's basketball team catches the basketball and dribbles it and then tosses it to someone.
3807,https://mtc.cdn.vine.co/r/videos/DDE7F8B4BA1330762962935373824_51609253d33.9.0.11372736482203496161.mp4,Adult female dressed in skirt and and jacket bounce basketball behind her back while walking in indoor basketball arena
3811,https://v.cdn.vine.co/r/videos/5820B1CB1D991855216578498560_19fee5ace28.3.1_lnfua1TVaKMJrg2TyC_MNozrcuEAjH_0P2e.pfFqBXq5PSymxTe55EqjA_LTVUaZ.mp4,"In aisle of grocery store, man pushes shopping cart and stops looking when two men fall to floor on either side."
3811,https://v.cdn.vine.co/r/videos/5820B1CB1D991855216578498560_19fee5ace28.3.1_lnfua1TVaKMJrg2TyC_MNozrcuEAjH_0P2e.pfFqBXq5PSymxTe55EqjA_LTVUaZ.mp4,"In a store aisle, a man pushes a cart when three people around him all drop to the floor simultaneously"
3811,https://v.cdn.vine.co/r/videos/5820B1CB1D991855216578498560_19fee5ace28.3.1_lnfua1TVaKMJrg2TyC_MNozrcuEAjH_0P2e.pfFqBXq5PSymxTe55EqjA_LTVUaZ.mp4,"A young man is walking with a supermarket cart, between the shelving areas, and three men lay on the floor.."
3811,https://v.cdn.vine.co/r/videos/5820B1CB1D991855216578498560_19fee5ace28.3.1_lnfua1TVaKMJrg2TyC_MNozrcuEAjH_0P2e.pfFqBXq5PSymxTe55EqjA_LTVUaZ.mp4,A young man is pushing a cart in the aisle of a store and three others fall to the floor acting as if they had been hit by the cart.
3811,https://v.cdn.vine.co/r/videos/5820B1CB1D991855216578498560_19fee5ace28.3.1_lnfua1TVaKMJrg2TyC_MNozrcuEAjH_0P2e.pfFqBXq5PSymxTe55EqjA_LTVUaZ.mp4,White male pushing shopping cart in aisle of grocery store when three other shoppers fall to the floor
3860,https://mtc.cdn.vine.co/r/videos/F4F51C1EBF1140516315992571904_2c005f18359.5.1.11838745857286979709.mp4,"Man wearing sombrero type hat dances on tile floor of room, slips several times, but recovers."
3860,https://mtc.cdn.vine.co/r/videos/F4F51C1EBF1140516315992571904_2c005f18359.5.1.11838745857286979709.mp4,"Tall man with straw hat does quick dance steps in a bedroom, and stumbles"
3860,https://mtc.cdn.vine.co/r/videos/F4F51C1EBF1140516315992571904_2c005f18359.5.1.11838745857286979709.mp4,"A young man, wearing white t-shirt, dark pans and a sombrero, is dancing in the room."
3860,https://mtc.cdn.vine.co/r/videos/F4F51C1EBF1140516315992571904_2c005f18359.5.1.11838745857286979709.mp4,"A young man in a doorway wearing a hat, tips it, slips into the room and then dances."
3860,https://mtc.cdn.vine.co/r/videos/F4F51C1EBF1140516315992571904_2c005f18359.5.1.11838745857286979709.mp4,Young male standing in doorway a wearing cowboy hat steps into bedroom and starts dancing
3862,https://mtc.cdn.vine.co/r/videos/BDA008E50F1213456315297722368_36de70dff0c.3.2.11845556427789627795.mp4,"On gymnasium floor, three men lie prone while rolling balls around on their bellies."
3862,https://mtc.cdn.vine.co/r/videos/BDA008E50F1213456315297722368_36de70dff0c.3.2.11845556427789627795.mp4,"In a gym, three boys lie on their backs with knees bent, each holding a ball"
3862,https://mtc.cdn.vine.co/r/videos/BDA008E50F1213456315297722368_36de70dff0c.3.2.11845556427789627795.mp4,"Three guys are laying on the floor of a gym, and holding a ball between their legs."
3862,https://mtc.cdn.vine.co/r/videos/BDA008E50F1213456315297722368_36de70dff0c.3.2.11845556427789627795.mp4,Three young men are lying on the floor and playing with balls on their stomachs.
3862,https://mtc.cdn.vine.co/r/videos/BDA008E50F1213456315297722368_36de70dff0c.3.2.11845556427789627795.mp4,Three young males lying on an indoor basketball court floor exercising with a ball on their stomach
3863,https://mtc.cdn.vine.co/r/videos_h264high/C08F6AECAB1315903324956319744_5c63204eee9.5.0.1670093983789202268.mp4,Black man in white dinner suit is at the Academy Awards which he notes is also called the White People's Choice Awards
3863,https://mtc.cdn.vine.co/r/videos_h264high/C08F6AECAB1315903324956319744_5c63204eee9.5.0.1670093983789202268.mp4,Black man in white tuxedo speaks to an audience
3863,https://mtc.cdn.vine.co/r/videos_h264high/C08F6AECAB1315903324956319744_5c63204eee9.5.0.1670093983789202268.mp4,"A black comedian dressed with white tuxedo, is opening the Oscar event, in the hall of the Oscars."
3863,https://mtc.cdn.vine.co/r/videos_h264high/C08F6AECAB1315903324956319744_5c63204eee9.5.0.1670093983789202268.mp4,"A young black man dressed in a white tuxedo is singing or talking to an audience,"
3863,https://mtc.cdn.vine.co/r/videos_h264high/C08F6AECAB1315903324956319744_5c63204eee9.5.0.1670093983789202268.mp4,Famous black comedian on stage hosting an awards show
3868,https://mtc.cdn.vine.co/r/videos/263E1CF80C990302308770406400_1e8096edd66.3.2_OmeAngTPD5s4WDkzxl8HCf.ISgWjQskGlaLc2XXzoh7SrD2wu6a_ixtMjDRUWiP..mp4,"Two males, one bigger than other, fight in a classroom."
3868,https://mtc.cdn.vine.co/r/videos/263E1CF80C990302308770406400_1e8096edd66.3.2_OmeAngTPD5s4WDkzxl8HCf.ISgWjQskGlaLc2XXzoh7SrD2wu6a_ixtMjDRUWiP..mp4,"In a schoolroom, two black men are punching each other and a woman tries to stop them"
3868,https://mtc.cdn.vine.co/r/videos/263E1CF80C990302308770406400_1e8096edd66.3.2_OmeAngTPD5s4WDkzxl8HCf.ISgWjQskGlaLc2XXzoh7SrD2wu6a_ixtMjDRUWiP..mp4,"Two young black guy are hitting each other, in a class., one big guy wears a red vest."
3868,https://mtc.cdn.vine.co/r/videos/263E1CF80C990302308770406400_1e8096edd66.3.2_OmeAngTPD5s4WDkzxl8HCf.ISgWjQskGlaLc2XXzoh7SrD2wu6a_ixtMjDRUWiP..mp4,Two students are fighting in a classroom and one is knocked down while it appear that the person in charge is trying to stop the fight.
3868,https://mtc.cdn.vine.co/r/videos/263E1CF80C990302308770406400_1e8096edd66.3.2_OmeAngTPD5s4WDkzxl8HCf.ISgWjQskGlaLc2XXzoh7SrD2wu6a_ixtMjDRUWiP..mp4,Two black males one larger than the other in a school classroom fighting
3877,https://mtc.cdn.vine.co/r/videos_h264high/6BA40A10A41384349032108924928_56f2a08a74b.33.0.31F02839-4FEB-4FAB-832D-C11204F8EB2B.mp4,"Sunny day with Washington Monument and reflecting pool in background, upset young man in blue shirt circles around."
3877,https://mtc.cdn.vine.co/r/videos_h264high/6BA40A10A41384349032108924928_56f2a08a74b.33.0.31F02839-4FEB-4FAB-832D-C11204F8EB2B.mp4,"On a sunny day at the Washington Monument reflecting pool, a young man with a backpack moves about"
3877,https://mtc.cdn.vine.co/r/videos_h264high/6BA40A10A41384349032108924928_56f2a08a74b.33.0.31F02839-4FEB-4FAB-832D-C11204F8EB2B.mp4,"A teenage boy wearing a blue t-shirt and a back pack, is walking back and forth in front of one of the pools, in Washington DC, in front of Washington Obelisk."
3877,https://mtc.cdn.vine.co/r/videos_h264high/6BA40A10A41384349032108924928_56f2a08a74b.33.0.31F02839-4FEB-4FAB-832D-C11204F8EB2B.mp4,A young man is on the national mall and asks about if this is all there is to see and states that he is bored and wants to go play with his ipad.
3877,https://mtc.cdn.vine.co/r/videos_h264high/6BA40A10A41384349032108924928_56f2a08a74b.33.0.31F02839-4FEB-4FAB-832D-C11204F8EB2B.mp4,Young white male wearing a back pack is walking around on a sunny day with the Washington monument in the background
3907,https://mtc.cdn.vine.co/r/videos/2492CD8B231130755208041918464_23fe4d00e9c.5.1.2011314566529947631.mp4,"On a sunshiny day, small girl runs on diving board and belly flops into pool."
3907,https://mtc.cdn.vine.co/r/videos/2492CD8B231130755208041918464_23fe4d00e9c.5.1.2011314566529947631.mp4,Young girl dives from a board into a swimming pool and lands on her full front
3907,https://mtc.cdn.vine.co/r/videos/2492CD8B231130755208041918464_23fe4d00e9c.5.1.2011314566529947631.mp4,"A young girl, jumps from a low jumping stage into the house swimming pool, and lands on her stomach."
3907,https://mtc.cdn.vine.co/r/videos/2492CD8B231130755208041918464_23fe4d00e9c.5.1.2011314566529947631.mp4,A child is running on a diving board to get into the pool and dives in flat down.
3907,https://mtc.cdn.vine.co/r/videos/2492CD8B231130755208041918464_23fe4d00e9c.5.1.2011314566529947631.mp4,Very young female child on a pool diving board outside during the day runs and jumps in the water.
3908,https://v.cdn.vine.co/v/videos/7F533E25-C31E-437C-9F10-0D68B5E7E521-3029-0000023464A41307_1.1.2.mp4,"Bare chested man walks on grass, turns just as man in white shirt and red shorts, leaps feet first into him, knocking him flat."
3908,https://v.cdn.vine.co/v/videos/7F533E25-C31E-437C-9F10-0D68B5E7E521-3029-0000023464A41307_1.1.2.mp4,"In a sunny park, a man does a flying kick into another man and knocks him down"
3908,https://v.cdn.vine.co/v/videos/7F533E25-C31E-437C-9F10-0D68B5E7E521-3029-0000023464A41307_1.1.2.mp4,"A young man, wearing white t-shirt and red shorts, is jumping and hitting a Martial arts style, a shirtless guy, to the ground."
3908,https://v.cdn.vine.co/v/videos/7F533E25-C31E-437C-9F10-0D68B5E7E521-3029-0000023464A41307_1.1.2.mp4,A young man on a grassy playing field is attacked by another young who jumps and kicks him down.
3908,https://v.cdn.vine.co/v/videos/7F533E25-C31E-437C-9F10-0D68B5E7E521-3029-0000023464A41307_1.1.2.mp4,"A black male is walking in the park during the day when second black male runs, jumps and kicks the male with both feet in his chest knocking him to the ground"
3922,https://mtc.cdn.vine.co/r/videos_h264high/F55600A15C1309661901944393728_5af7d6ebd05.3.0.7704916237075430479.mp4,Seated man in suit and green tie smoked then talks into mike while tag line above says House Transport Committee.
3922,https://mtc.cdn.vine.co/r/videos_h264high/F55600A15C1309661901944393728_5af7d6ebd05.3.0.7704916237075430479.mp4,Man in a suit vapes and blows smoke
3922,https://mtc.cdn.vine.co/r/videos_h264high/F55600A15C1309661901944393728_5af7d6ebd05.3.0.7704916237075430479.mp4,"A young man, dressed with a dark jacket and green tie, is inhaling an electronic cigarette."
3922,https://mtc.cdn.vine.co/r/videos_h264high/F55600A15C1309661901944393728_5af7d6ebd05.3.0.7704916237075430479.mp4,A young man with a pipe is smoking a pipe and telling the viewers that it is a vaporizer.
3922,https://mtc.cdn.vine.co/r/videos_h264high/F55600A15C1309661901944393728_5af7d6ebd05.3.0.7704916237075430479.mp4,A white male dressed in a suit sitting in front of a microphone blowing smoke vape during a meeting
3924,https://v.cdn.vine.co/r/videos_h264high/DE2167BF1D1338740239090515968_5c919a4b1de.13.0.794509297006812485.mp4,White toddler sits on back of black man who is singing along with others.
3924,https://v.cdn.vine.co/r/videos_h264high/DE2167BF1D1338740239090515968_5c919a4b1de.13.0.794509297006812485.mp4,"In a dancing crowd, black man with dreadlocks has a white boy riding on his shoulders"
3924,https://v.cdn.vine.co/r/videos_h264high/DE2167BF1D1338740239090515968_5c919a4b1de.13.0.794509297006812485.mp4,"A young black man, with dreadlocks, is holding a white child on his shoulder, and is dancing."
3924,https://v.cdn.vine.co/r/videos_h264high/DE2167BF1D1338740239090515968_5c919a4b1de.13.0.794509297006812485.mp4,A young black man is dancing to music while carrying a young blonde boy on his shoulders.
3924,https://v.cdn.vine.co/r/videos_h264high/DE2167BF1D1338740239090515968_5c919a4b1de.13.0.794509297006812485.mp4,A black male with long hair and a white male child on his shoulders dancing to some music.
3928,https://mtc.cdn.vine.co/r/videos_h264high/C289DB29341315950154528051200_5a662d87bb8.5.0.9788060905880811681.mp4,Two men disagreeing and the man in blue jacket holding a note book falls to the ground then quickly rises.
3928,https://mtc.cdn.vine.co/r/videos_h264high/C289DB29341315950154528051200_5a662d87bb8.5.0.9788060905880811681.mp4,"On soccer field sidelines, man arguing with another fall down backward"
3928,https://mtc.cdn.vine.co/r/videos_h264high/C289DB29341315950154528051200_5a662d87bb8.5.0.9788060905880811681.mp4,"A referee , wearing a blue jacket is talking to another man, and drops on the ground, in a game."
3928,https://mtc.cdn.vine.co/r/videos_h264high/C289DB29341315950154528051200_5a662d87bb8.5.0.9788060905880811681.mp4,"Two men who appear to be coaches, are talking and one of them slips and falls."
3928,https://mtc.cdn.vine.co/r/videos_h264high/C289DB29341315950154528051200_5a662d87bb8.5.0.9788060905880811681.mp4,Three white males outside during day talking when falls to the ground and video switches to video of a soccer game
3929,https://mtc.cdn.vine.co/r/videos/D6776ACE4A1175896111592955904_3841d5d501d.1.5.13814089673433429862.mp4,"Many people dash into shallow waves at beach, one carrying a long white pole."
3929,https://mtc.cdn.vine.co/r/videos/D6776ACE4A1175896111592955904_3841d5d501d.1.5.13814089673433429862.mp4,About twenty people run into swimming pool together
3929,https://mtc.cdn.vine.co/r/videos/D6776ACE4A1175896111592955904_3841d5d501d.1.5.13814089673433429862.mp4,"A group of around 15 youngsters, are running into the water at the beach."
3929,https://mtc.cdn.vine.co/r/videos/D6776ACE4A1175896111592955904_3841d5d501d.1.5.13814089673433429862.mp4,"A group of young men and women, all dressed in black, are running into the water from a sandy beach."
3929,https://mtc.cdn.vine.co/r/videos/D6776ACE4A1175896111592955904_3841d5d501d.1.5.13814089673433429862.mp4,Several young people at an outside park pool during the day are running into the water at one time.
3936,https://mtc.cdn.vine.co/r/videos_h264high/AAA75233C51362116497019142144_54fb9b90cad.25.1.96A70519-9A5A-45D6-8E8A-3F47D454F5D8.mp4,Skateboarder races down paved parking lot then hits grassy area and falls.
3936,https://mtc.cdn.vine.co/r/videos_h264high/AAA75233C51362116497019142144_54fb9b90cad.25.1.96A70519-9A5A-45D6-8E8A-3F47D454F5D8.mp4,"A skateboarder runs off the end of a parking lot into a grassy area, where he somersaults over"
3936,https://mtc.cdn.vine.co/r/videos_h264high/AAA75233C51362116497019142144_54fb9b90cad.25.1.96A70519-9A5A-45D6-8E8A-3F47D454F5D8.mp4,"A young man is skateboarding at a parking lot, without cars, and falls into the border grass."
3936,https://mtc.cdn.vine.co/r/videos_h264high/AAA75233C51362116497019142144_54fb9b90cad.25.1.96A70519-9A5A-45D6-8E8A-3F47D454F5D8.mp4,A young man on a skate board is going across a parking lot and goes into the green field.
3936,https://mtc.cdn.vine.co/r/videos_h264high/AAA75233C51362116497019142144_54fb9b90cad.25.1.96A70519-9A5A-45D6-8E8A-3F47D454F5D8.mp4,A skateboarder pulled by a car in a parking lot during he day hits a curb and tumbles into a grass field
3942,https://v.cdn.vine.co/r/videos/A3B49843D8995112052609658880_14eea1913e0.3.2_hxrIdKColdXvtg_eORbrzN0X2F0OXRnYAH3kThz7fGZ5.KUE_YEM2Iu7oJ8yEZt6.mp4,"Older white haired woman wearing coat and walking Great Dane dog throws item and when dog takes off running, is taken off her feet and still holding leash""flies"" horizontally."
3942,https://v.cdn.vine.co/r/videos/A3B49843D8995112052609658880_14eea1913e0.3.2_hxrIdKColdXvtg_eORbrzN0X2F0OXRnYAH3kThz7fGZ5.KUE_YEM2Iu7oJ8yEZt6.mp4,Older woman throws toy for a large dog on retractable leash and he pulls her off her feet as he runs off
3942,https://v.cdn.vine.co/r/videos/A3B49843D8995112052609658880_14eea1913e0.3.2_hxrIdKColdXvtg_eORbrzN0X2F0OXRnYAH3kThz7fGZ5.KUE_YEM2Iu7oJ8yEZt6.mp4,"A woman throws a stick to the dog she holds with a leash, the dog runs ahead and pulls her to the ground, in a park."
3942,https://v.cdn.vine.co/r/videos/A3B49843D8995112052609658880_14eea1913e0.3.2_hxrIdKColdXvtg_eORbrzN0X2F0OXRnYAH3kThz7fGZ5.KUE_YEM2Iu7oJ8yEZt6.mp4,An elderly woman is walking a dog on a leash and she throws a bone for him to get and the dog leaps to run forward and drags the woman across the awn.
3942,https://v.cdn.vine.co/r/videos/A3B49843D8995112052609658880_14eea1913e0.3.2_hxrIdKColdXvtg_eORbrzN0X2F0OXRnYAH3kThz7fGZ5.KUE_YEM2Iu7oJ8yEZt6.mp4,An elderly lady outside during the day with her big dog tosses an item for the dog to fetch and when the dog takes off the woman is pulled off her feet into the air
3943,https://mtc.cdn.vine.co/r/videos_h264high/EBC29799D71318028286433366016_SW_WEBM_145721664044635f7b9215e.mp4,Three women in black and red costumes perform singing on state as fireworks and light displays explode around them.
3943,https://mtc.cdn.vine.co/r/videos_h264high/EBC29799D71318028286433366016_SW_WEBM_145721664044635f7b9215e.mp4,"Three Asian girls dance on stage with pyrotechnics, wearing orange tulle skirts and black shiny tops"
3943,https://mtc.cdn.vine.co/r/videos_h264high/EBC29799D71318028286433366016_SW_WEBM_145721664044635f7b9215e.mp4,"Three young oriental performer girls, dressed with black top, red skirt and ponytails, are dancing and singing along pyrotechnic geeks, during a performance."
3943,https://mtc.cdn.vine.co/r/videos_h264high/EBC29799D71318028286433366016_SW_WEBM_145721664044635f7b9215e.mp4,Three young women are singing and dancing on a stage.
3943,https://mtc.cdn.vine.co/r/videos_h264high/EBC29799D71318028286433366016_SW_WEBM_145721664044635f7b9215e.mp4,Three young asian females dressed in black and red skirts singing and dancing on a stage
3944,https://mtc.cdn.vine.co/r/videos/BC1E6A35101059858737244114944_1d7c1be9bf2.4.8.4879409783284050255.mp4,"In restaurant setting, a woman reaches behind her to take a two food items from the table of man and woman sitting behind her."
3944,https://mtc.cdn.vine.co/r/videos/BC1E6A35101059858737244114944_1d7c1be9bf2.4.8.4879409783284050255.mp4,"At a restaurant, a woman at a neighboring table reaches over and takes objects from the other table"
3944,https://mtc.cdn.vine.co/r/videos/BC1E6A35101059858737244114944_1d7c1be9bf2.4.8.4879409783284050255.mp4,"A woman is sitting in a restaurant and talks to others at the table, while a woman from an adjacent table takes some food from her."
3944,https://mtc.cdn.vine.co/r/videos/BC1E6A35101059858737244114944_1d7c1be9bf2.4.8.4879409783284050255.mp4,A couple is in London eating in a restaurant and someone from the next table reaches over to their table and takes two pieces of food.
3944,https://mtc.cdn.vine.co/r/videos/BC1E6A35101059858737244114944_1d7c1be9bf2.4.8.4879409783284050255.mp4,Two adults sitting in a restaurant at a table during the day when someone at the next table reaches across the female and takes something off of their table
3947,https://mtc.cdn.vine.co/r/videos/81576DA2111295502733851656192_406d1247067.5.0.2695571713905875617.mp4,"Sitting football player wearing uniform with 17 on it, is outside as he looks at a notebook then throws it to the ground and puts his head down."
3947,https://mtc.cdn.vine.co/r/videos/81576DA2111295502733851656192_406d1247067.5.0.2695571713905875617.mp4,"Football player number 17 sits in chair and looks at the play book, then throws it on the ground and holds his head"
