video_id,description_0,description_1,description_2,description_3,description_4
6110,A projector is showing a man dig through soil in a big pot,A person puts their hand in some dirt that is on the ground.,A person is digging through a container of dirt with their hands.,A man is digging in some dirt with his bare hands.,a movie screen projects an image of a man gardening and digging in a white bucket filled with dirt and plants.
8849,A person brushes a cat with a broom and the cat walks away.,A cat is brushed by a large push broom on an outdoor patio..,"A cat stands still while a person takes a broom over its back, and then it walks away. ",A cat stands on tile while being brushed with a floor broom,A person puts the broom on the cat as the cat walks away.
5326,A cute little kitten is playing and scratching on a cat toy.,A cat is interacting with a pole and scratch pad intended for use by cats.,A gray kitten is laying down and scratching a cat scratching pole.,A kitten lays on a cat's scratching post and moves its body around the scratching post.,A gray and white cat is laying on the ground and scratching a scratching post.
2311,A young girl in pink dances away in a room with a man in a vest and a dog.,A little girl lifts up her arms and walks towards the camera.,Little girl with mickey pajamas is putting her hands up then walks away.,A baby in pink walks off as a man sits in a chair,a young girl in pink pajamas strikes a poses and dances away
6036,A baby pig is laying on its side while someone is scratching its belly.,A pig is laying down on a piece of fabric while someone tickles it.,A person scratches the belly of a small black pig.,A person tickling and playing with a black color puppy,A black pig lay on his side while a person pet the animal.
1914,A commercial device removing a stained color from hardwood flooring.,A person operates a piece of machinery that is slowly stripping the wood floor of its color.,A person uses a metallic green heavy duty floor stripper.,a man pushing a sander across a wooden floor to remove the varnish,A hard wood floor sander sanding the floor to be refinished
9812,Athletes run a play down a football field while very few people are in the stands.,a few people play a game with each other in the day,A football game is played in front of an empty stadium.,Two high school football teams make a play on the field,A football field with players running from one end to the other
2616,Two dogs running along the water's edge in a park.,A german shepherd chases another dog alongside a river on a sunny day.,Two dogs are running on a trail along the water past a bridge,Two German shepherds chase after each other on the side of a lake.,A dog chasing after another dog next to a river.
10042,There is nothing more enjoyable than watching a peewee ball game with the little ones playing.,A young child runs down the first base line after he hits a ball off a tee toward the shortstop.,A tee-ball player runs for first base as the field scrambles for the ball.,A little boy in a helmet runs from home plate to first base.,A small boy in an orange baseball uniform running to base
850,"Many people running along an uphill street with trees by the side of the road. It appears to be a race,",A group of people run together up a hill in the road.,Men and women run a race along a road on a fall day.,A large group of racers run along a road lined by trees.,A group of people running on the road while on person throw of their clothing.
3248,Dog running and catching a ball and bringing it back to the person that threw the ball,A small dog hops and catches a small ball in the green grass.,"A dog runs in a grassy park, and comes back toward his toy. ",A person throws a ball and a dog catches it his mouth.,A dog is excitedly running and jumping across a grass covered yard.
7479,A large group of people run onto the green field,A group of people all rush out to the middle of a stadium field,A video of an entire football field with people running towards the middle of it.,A large group of people are running on a soccer field toward the middle of the field.,Many people are rushing onto a field in a sports arena.
6726,Musician strums guitar to check strings that may need tuning.,A man in a white sweater plays a guitar as he sits.,A person is sitting down in a chair in a home office playing the guitar.,A man seated and wearing a white shirt plays a guitar.,A man is sitting in front of a monitor while playing the guitar
2711,A large crowd gathered at a stadium watching the start of a baseball game.,a large crowd of fans are observing a major league baseball game,A video from up in the highest seats of a baseball game.,a large crowd at a baseball game watches the video screen,A beautiful view of a crowd seated in a stadium to watch a game
86,A man is walking through a baseball field while the camera switches to another player catching the ball.,A man in a baseball uniform runs and another catches a ball.,A baseball player running on a field and then another player catching a ball with his back turned.,A baseball player from Atlanta is running while player number 62 walking.,the Atlanta runner runs and the pitcher returns to the mound
5456,Several ducks are running into the sea at a very fast pace,"A flock of birds runs across the beach, chasing the water as it flows out.",A flock of little black birds run towards the water as the tide goes out.,A bunch of bride run out into the water as the wave comes to shore,A large group of seagulls runs quickly towards the ocean water.
681,a dog in a sweater leaping in and out of deep white snow,A snow covered landscape is shown while a dog runs across it.,Dog with vest is jumping and hopping around in the snow.,A brown skin dog with a purple cloth running outside in the snow,A dog with a purple sweater is running out into the snow
9929,Someone is running on a trail in the forest and goes by the camera.,A man is running up a narrow hiking path. He is wearing a blue backpack.  There are trees on both sides of the path.,An asian man in shorts hikes up an uneven forest trail.,a man in a black jacket jogs up a hiking trail,A guy in a long sleeve with a blue backpack running upwards a hill
5291,Two people running through a patch of woods on a marathon.,a couple people run down the path with each other during daytime,Two runners jog across a paved path that is lined by trees.,two runners wearing number placards run down a paved trail in a wooded area.,runners in a race run down a tree-lined paved path
4885,Young boys run across the field playing a game of youth soccer.,many kids play some sports with each other on the field,Two teams of children play flag football against each other.,A kid's sports game takes place on an athletic field.,adults watch and coach as small boys play flag football
903,A man runs alongside a dog. The dog is jumping over obstacles.,Man is running after a dog running in the obstacle course as people look on.,A handler runs beside an agility dog on an indoor track as fans watch.,a man leads a border collie over three jumps on an obedience course,"A trainer is seen running alongside a dog, in which the dog is jumping over hurdles, indoors. A group of people are watching. "
5221,A group of boys run in a competition down a green field.,A group of kids run along a path at the grassy park.,Young boys run a race outside on a sunny day.,Kids are running in what appears to be a race with onlooker on the sideline.,A group of kids out in a field completing what it looks like a competition
4005,A man running along on a grassy field during a cross country event,A man runs along the grassy track as people watch from the sides.,A cross country runner races at full speed through a tapped-off course while a crowd cheers him and other runners on.,A runner is seen taking off in a race. There are many people watching.,A person runs by as a crowd watches from the side
5063,A soccer player in red kicks a ball into the net as the goalie saves it.,a soccer player kicks a ball to a teammate who turns and kicks to a goalie,A soccer player kicks a ball into the goal which is caught by the goalie.,Soccer ball is passed from one team member in red  through blue team to another red player who kicks it directly into goalie's hands in the net.,"A soccer player attempts to make a goal, but the goalie catches the ball"
4562,3 dogs on one side of the fence. 1 dog attending to the neighbor on the other side of the fence and the other 2 dogs are playing,a dog and another one run around with each other outside,Two medium sized poodle bred dogs playing with adults looking on.,Two little kids play with the dogs in a grassy field,Dogs play and run around a grassy yard while people watch
3644,People are watching a basketball game and the players are into the game.,a large crowd attends a basketball game while cheering from the sidelines,a team wearing green plays basketball against a team wearing white,two teams playing a game of girl's basketball in a packed stadium,Two female basketball teams one wearing white and the other green
2828,A group of young football players are finishing a play in the center of the football field as the coach raises his hand off in the background.,A youth football game pauses after a tackle and the referee walks in.,Two little league football teams face off on the green playing field.,"Football players play on the field, both teams are wearing red uniforms.",two teams of young football players in uniform compete on a school sports field.
1493,Group of men are playing football tackling each other in the field.,One team is running the football against another team for a play.,A football starts as the ball is handed to a running back who runs through several defenders before tackle.,The start of a play during football game with a blue team and a white team.,A football team makes a play and the running back gains yards.
1375,"A football game is ongoing, and a play starts when everyone starts moving around.","During a football game, a quarterback drops back and avoids a tackler.",A football team snaps the ball and does a play action.,"Two youth football teams, one in blue and white jerseys and the other in black, face off as a crowd watches.",The quarterback scrambles in the backfield looking for a receiver to throw to.
8902,a little girl runs on the beach and chases after a man drawing in the sand with a stick,a little girl tries to follow a line that is in the sand,a little girl is running along the sand while a man is tracing in the sand,A boy runs after a man making marks in the sand with a stick.,A child in a striped shirt follows a line being drawn on the beach with a stick
4500,about 20 people running for a marathon they all have there hearts into,many people run with each other down the sidewalk during the day,A group of marathon runners begin moving down the street.,A group of people wearing athletic clothes run across a street onto the sidewalk,People are jogging together across a street towards trees and a sidewalk.
3631,A man runs in a coat through a park at dusk and moves towards the camera.,a person runs along in the grass that is below them,Someone is running in the grass surrounding by large trees.,A young person is jogging along in a wooded area.,A person in a blue coaty running over green grass
5761,A crowd sways at a concert while colored lights flash on stage.,A group of people dance and watch a performance on stage.,Neon yellow and blue laser beams flash during an outdoor concert.,People dancing and enjoying a concert. There is a stage with bright neon yellow color as well as flashing blue light.,An excited dancing crowd being entertained by some beautiful performances
470,A game of soccer and fans are excited of the team they are cheering for,two teams are playing soccer while people cheer them on,A person claps during a soccer game where players are in yellow and the other team in red.,two soccer teams playing a game on a soccer field,Players wearing either yellow or red jerseys are on a grass covered field playing soccer.
2212,There is a group of people running across the street.,A group of people walk down the street with each other.,Two people skip walk across an icy road with cars passing by.,Cars passing by and two people running across the road in the night,A person in a red shirt with a backpack jogging next to a person in a blue shirt
8395,"A white horse trots across a dusty field, a lead line trailing behind it.",A white horse is walking around in a dirt paddock outside.,A white horse runs at a trot in a horse pen,A white horse attached to a line trots around a dirt yard,A white horse runs around the training yard along side of the fence.
1549,A person is running through a street which has some people standing in the background.,A man with a green vest is running through the street.,A man with a bright vest jogs down the street past many bystanders.,a runner waves at the camera while in a race on a city street,A runner slowly jogs through town past a few onlookers on a very sunny day.
6004,Two young children are running along an indoor pathway in different directions.,Two young girls in colorful outfits run in opposite directions in a public venue.,Two toddler girls wearing purple and pink race around a shopping center.,Two small girls are running through a tile floor hallway.,Two children running chasing each other on a tiled floor
2943,Two soccer teams running and walking on the soccer field during a soccer game.,Soccer players in blue and yellow uniforms are running on the soccer field.,A game of soccer is being played between players in yellow jerseys and blue jerseys.,Two teams of soccer players spread out on an illuminated field.,A soccer team at a large stadium runs down the field
8142,Two people are quickly running down the Forrest Hill together,a woman in a blue shirt and black shorts runs through the forest,A shaky video of someone running on a hiking trail through some trees.,shaky camera footage from going down a forest trail behind someone,Following a person as they run along a path in the woods.
309,A play is run in a children's football game as the blue team makes running play.,a group of football players play a game with each other outside,On a beautiful morning with parents  on the sidelines watching the football game.,Broncos' running back ran in for a touchdown during yesterday's game.,Football players are shown making a play as people watch from the sideline
6865,Pigeons scramble to get a share of the food being offered by the human.,A group of pigeons are being fed by people at the park.,A large flock of pigeons surround people as they get fed.,A bunch of grey pigeons been fed on the streets with people around them,A group of pigeons is swarming on pavement after thrown some food.
2884,two competing soccer teams playing on a field at night,A group of people play soccer under the lights at night.,Kids are running and kicking a soccer ball during a nighttime game.,two soccer teams are playing soccer at night on a soccer field,A team in black uniforms and a team with white and red uniforms are playing soccer
5910,Young basketball players run the ball down the court during a school game.,A group of kids play a game of basketball as people watch from the stands.,Male basketball players run across a gymnasium towards a basket.,two basketball teams playing each other at a school at the gym,People playing basketball in a gym and running quickly one direction
2312,A group of runners dressed in Santa outfits jog down a road,people are running a marathon while many are dressed in Christmas colors,People wearing Santa Hats and elf suits run leisurely down a city street.,A group of people run around on a marathon around the city,A group of people run down the street in Christmas themed clothing
3183,A group of men are on the football ground in their red and white football uniform.,a group of football players play with each other on the field,"At a nearly empty field, two teams play football against each other",a football game is occurring with a red team and a white team positioning for play on the field while in the foreground the red shirt bench players walk back and forth along the sidelines while the coach in a blue shirt paces,Two football teams play against one another on the field.
6093,here are two children in a field during the fall and they are running,A little girl is running around a field near some grass.,A boy in a blue coat chases after a girl in a green coat.,Two young children in coats run around an outside yard.,Two young children wearing coats run across the grass towards the camera.
1095,Two people are jumping over a seat in a public square.,Two people run towards a bench from opposite sides which they jump over.,Two boys run towards benches and jump over them from opposite directions.,Two boys run and jump over a metal bench outside.,Two kids inside a building jumping over a set of benches in unison
2878,A man is jogging through a forest trail and makes a left turn.,A man runs along the dirt trail in the middle of the woods.,A person is being watched while they are jogging down a trail.,A man runs through a shaded paved trail that goes through a grove.,A jogger is moving along a path in a heavily wooded area.
44,A group of people run around in a group with each other on the street.,A group of men in grey sweater and black shorts runs along the road.,A group of men in black shorts and grey sweatshirts are running together.,A group of runners in gray hoodies run down the road.,A group of men jog in formation along a paved road
1966,A mother is outside with her small child and is grabbing her as she walks away.,A young girl walks around the yard by a tree next to a woman.,A toddler wearing a pink coat and backpack is watched by  a woman.,A little girl in a pink coat walking away from a lady,a toddle in a pink coat walks around a tree
5376,A cow runs through trees in an area with a back concrete wall.,What appears to be either a goat or an antelope of some kind is standing by the fence then turns and runs in the direction of the camera.,A four-legged animal touches a fence and runs along a wooded area.,A horse running outside between some trees along a dirt ground.,Blurry video of a four legged animal outside of a building and then running away
9216,Teams of athletes gathered around at an event with some running and some walking around.,a group of runners walk and run in an open field,A group of people gather for some sort of competition taking place in a large field.,lots of young athletes warm up for a cross country race,Many men are walking and running around the field from different teams
7113,A large group of people running down a hill outside.,A group of men run down a grassy hill as others watch.,A group of guys are racing each other on the grass.,A group of runners quickly running down a grassy hill.,a group of runners run down a hill in a race
7110,People running in a race on grass in front of a crowd.,Runners in a race approach the camera while spectators watch from the sides.,A boy wearing a yellow sleeveless shirt is running in a track meet,People are racing through a grass trail that is a bit muddy while people watch.,A runner in a yellow tank top and black shorts running past people
1775,A group of cross country runners compete while onlookers watch,A group of people with numbers on their shirts run while others watch.,Many contestants are running in a race as people spectate on the event.,"people watch runners in a muddy , autumn cross country race",A group of people running through a field completing a marathon
9290,Players play basketball in a game between the Brooklyn Nets and a second undetermined team.,A crowd of people watch as basketball players play a game.,Players participate in a basketball game on a court in front of a crowd.,An arena if filled with people watching  basketball game taking place,We look down over the heads of the crowd at basketball players on a court.
4824,A group of runners are running across the street via crosswalk.,Several people are jogging across the street while they have the green light.,A bunch of people jog swiftly across a paved road in front of beautiful buildings.,A group of people jog across the intersection near a cathedral.,A group of people cross the street in a light jog.
6196,Two kids playing lacrosse and running across a field in the day.,Two young lacrosse players compete in a game and run across the field.,Two kids run around a field getting ready to play a game of lacrosse,Two children are running across the field with lacrosse sticks in hand,Two lacrosse players are running along the field during a game
1789,A group of young boys are playing football on the field.,Kids wearing numbered purple and red team shirts playing football on a dry open dirt clearing bordered by pine trees while adults watch from the sideline,Not sure which I like better....football on turf or flag football in the dirt.,two groups of young football players play a game on a dirt field.,Two teams of young kids play flag football. Two kids collide and the ball falls.
2095,A group of people with numbers on their shirts running while a crowd watches.,A race is being run as four competitors are running past in close heat.,"Men run along a grassy course, competing in a race while onlookers watch from the sidelines. ",a group of boys running a cross country race while people watch,A group of runners with numbers taped to their chest
2225,Cross country teams running during a brisk fall morning race,Several muddy cross country runners run by before onlookers watching behind rope.,Competitors run a race on a grass track as spectators watch.,The man with the yellow shirt with black stripes leads the race.,A group of people with numbers on their chest running
2029,A woman wearing a reflective top jogs down the sidewalk at night with a person riding a bike behind her.,A woman in a yellow top runs along the street as a person on a bike follows.,A woman jogs at night while she is followed by a man riding a bicycle.,A woman is jogging on sidewalk in city at night with someone on bike following close behind.,A woman is running on a sidewalk at night; a person on a bike follows.
3816,Man using a piece of machinery in a shop full of wood supplies.,A man in a white shirt adjusts something on a green machine.,A man is standing in front of a machine making an adjustment.,The man in white shirt is tightening the screw with the tool on the green color electric saw.,a man in a hat works on a tool in a workshop
9566,Water flows on a machine to rinse off large metal discs.,A machine runs water over a silver tube as it is cut into discs.,Water flows through a machine that is green and silver.,A machine is cutting a steel disc while water is flowing on the disc.,A machine at a factory cuts through a metallic cylinder.
1394,A person is using a saw to cut a piece of wood on a saw table,A person is using a saw and cutting wood on a table.,A person adjusts a power tool that is on a table.,A man is cutting wood to size using a special saw.,A closeup of a man using a woodworking tool on a table
9087,An ice cream scooper scoops pink ice cream from a new cart,A metal scoop is shown scooping out some pink ice cream.,An ice cream scoop slowly scoops up some strawberry ice cream from a carton.,Ice cream is being taken from a container using a scoop.,a scoop is taking a ice cream out of a container
3855,A cat paws at a monitor displaying two green parakeets,A cat is looking at lovebirds on a computer screen.  The cat paws at the screen a little.,A black and white cat paws at the image of a parrot on a computer screen.,A cat trying to get to some type of animal in a cage while sitting on a desk,A black and white cat paws a computer screen showing two parrots
2125,An orange cat is played with and its neck gets scratched,An orange cat is being petted by a person as it lays on the ground.,a cat is looking at the camera and getting pet under its chin,A cat stares into the camera as its chin gets rubbed by someone.,A yellow furry cat getting his chin scratched by a hand
6179,Two cats are standing on a shelf near a dim yellow colored wall.,A pair of cats are seen rubbing on each other on a shelf.,Two cats bump each other then go their separate ways.,A cat bumps against another cat and then walks away,Two cats are standing on top of a table and one starts to walk away
9859,"My doggo likes back rubs, it tickles him until he kicks.",a woman gives a dog scracthes while it kicks its legs,A grey and black animals enjoys getting pet by a human being,A cute tan puppy shakes his leg while he is being scratched.,A grey dog happily swings his leg while being scratched.
3363,"A dog is lying upside down, kicking his legs & trying to stand up.",A skinny dog is laying on a couch fidgeting around.,A black and white dog writhes and plays on a couch,A brown and white dog wiggles excitedly on a brown couch.,An excited dog on a brown couch rolls on his back.
5415,Who will remember what this musical artist looks like with the ski mask on?,An African-American is using deejay equipment with a light show going on behind him.,A DJ grooves to the music as he stands on stage and operates his equipment.,A man is playing a keyboard with headphones hanging around his neck.,A dj with headphones around his neck playing music for a group
9529,A white cat is pawing something black on the floor.,A small white coat paws around on a wooden floor.,A white cat bats its paw at something on the wooden floor.,A small white cat is pawing at something on a wooden floor,A white cat swats at something on a wood floor.
2486,A chicken is scratching at the dirt with it's clawed feet.,A chicken is scratching around a shovel as if to clean the dirt off of it.,A brown chicken scratches the dirt on the ground with its feet,A brown live cock scratching the soil with its feets,A brown chicken outside playing and scraping the dirt with its feet
2792,A man works the disc jockey table as a woman dances.,A DJ scratches a record on a turntable as a woman dances to the music.,A man is scratching a record as a deejay and a woman is dancing.,A man wearing headphones moves a turntable as a lady dances,a man in a black shirt disc jockeys in front of a single woman in a near empty room
1770,a group of people waiting in line for food or a ride,A man being scratched in the back with a back scratcher as he waits in a long line.,A person is scratching a man's back with a yellow tool as he waits in a line.,A man in a black shirt uses a cream colored stick to scratch the back of a man in a white shirt who is leaning on a rail in a crowd of people.,A person poking another person with a stick and pulling away
4427,A person screws an item that they have in their hands above a desk.,a person uses a small screwdriver to remove a screw from an electronic device,A person holds an object in one hand and twists a screwdriver in the other.,A hand holding a blue screwdriver is being used to unscrew a screw out of small object,a person unscrews a small screw using a blue screwdriver.
2483,"An old man is showing how his washes his hands at the sink.,",A man in a plaid shirt washes an object in the sink.,An elderly man smiles as he washes a potato in the kitchen sink.,An older man washing something in the sink while looking into the camera and speaking,An elderly man scrubs a potato with a kitchen brush in the sink.
8512,A newborn baby's head is being washed after it has been delivered in a hospital.,A baby is swaddled in a blanket as woman washes baby's hair.,A nurse wearing latex gloves holds a baby wrapped in a blanket while scrubbing the baby's head with a sponge over the sink.,A baby is getting her head washed while wrapped up.,The tiny infant is completely content while its head is scrubbed softly.
860,A Man is assembling some old records at his store.,Man is organizing the paintings in the room by moving it in another spot.,A man carefully organizes collectible movie posters protected in plastic.,You can see posts in some shop being sorted by a guy.,An older man at a comic and antique store looking at pictures
1749,"A man in a suit stands in front of a screen, speaking to an audience",A man speaks to a group of people in a glass room.,A man gives a scientific presentation and answers questions from the audience,A man in  suit stands up in front of people and asks questions.,A person wearing a dark suit in front of a crowd of old people
8500,A lady orders something at a restaurant that gives fast food,A woman orders food from a cashier and gestures with her hands.,Someone is taking the order at the fast food restaurant while another man walks by.,A woman in a pink shirt places an order at a fast food restaurant.,someone ordering food at the register of a fast food restaurant
7,Young girl grocery shopping carrying a pink purse and talking to herself.,A young girl wearing a blue jacket walks around looking for her parent.,"A small child carries a toy in packaging as she passes a display of food,",Little girl in blue coat is in grocery store carrying something going down one isle then turning around.,An Asian girl turns around in a grocery store while carrying items
2920,a group of people hang out on an area with wet ground.,People stand around as vendors at a small market outside.,Yellow train is coming by on the track surrounded by mini shops.,a yellow train rolls through a makeshift rural farmers market,vendors sell their wares as a train passes in a urban marketplace
7592,Women in a foreign country cooking unleavened bread on hot skillet.,a woman wearing a hijab folds a tortilla across the hot griddle,A woman in beautiful ethnic dress flips homemade flatbread in an open air market.,Two ladies make fried bread in the sunny sky at the outdoor market.,A woman in a colorful scarf carefully peels a dosa from a skillet and folds it.
5029,A cafeteria assembly line of food moves along as diners eat their food in the background.,People eat at a restaurant while food on plates moves by on a conveyor belt,Several groups of restaurant patrons eat an a la carte ramen restaurant with a conveyor belt containing dishes.,A moving line of food in a cafeteria while others are eating food.,A huge assortment of local food was on display at the market.
7109,"At an open Japanese market, respect is shown as the cook prepares a meal for the onlooking crowd.",A chef is cooking a buffet of food and smiling at customers,A chef is preparing food while customers watch and wait.,A chef grabs food from a pan and puts it into a dish.,Chef is preparing a bunch of food in bowls while others stand and watch.
3330,Three men eating a meal together from a single pot on a burner.,A group of men eat indoors together as one reaches for more food from a pot.,"Three people use chopsticks to eat, while sitting around a table of food. ",Three men are eating food at a table with pot on it,A family sits around the table and eats a hot meal.
1054,A group of chefs in a kitchen place ingredients into bowls.,"A Group of chefs stands around several bowls, all cooking with a man in a suit in the background.",A group of chefs work intensely to assemble a recipe into glass bowls.,A group of chefs working together at a table assembling food in bowls.,A group of people wearing white suits in a type of competition
9725,A group of kids putting the candles on a cake to celebrate a birthday,a few people enjoy the party of a person that is with them,A family picks through pieces of candy while decorating a cake for a party.,A family preparing a cake at a table with other people,A family looks on as four children decorate a fruit covered cake with candles.
5900,Multiple chefs are meticulously preparing a fancy meal for serving in black bowls.,Food service workers preparing dishes of food in a line.,A line of chefs standing side by side are preparing food.,A group of chefs putting together dishes in an assembly line.,Chefs working in a line to assemble dishes to be served.
7518,A Dish is being thrown into a heater to be cooked.,Woman is holding the tray on small pizzas in the kitchen.,Two mini pizzas are being held on a tray by a woman in a red shirt.,Two pizzas on a tray lined with aluminum foil and a girl holding it,"A woman holds a tray with tin foil and two mini, homemade pizzas"
1835,A person puts some meat on a small stove at a dinner table.,An individual lays a piece of meat over a cooking apparatus for patrons seated at a table.,A person uses tongs to place a piece of raw meat on a metal screen in order to cook it.,Someone lays a piece of red meat on a grill at a Korean Barbeque.,A person placing some meat on a tray in the center of a table
9080,A woman uses chopsticks to take noodles from her plate and put them on the table.,A woman serves herself food while holding a plate in a restaurant.,A women places food on top of a a burner in at a table in a restaurant.,A lady putting something from a plate onto a grill,A woman putting food on a communal cooking surface at a restaurant.
5561,Lots of people are picking from veggies at what appears to be a farmers market.,A woman gets change from a vendor as she takes some vegetables.,An open-air market produce vendor returns a female customer's change as she prepares to leave.,an asian woman at a market purchasing some food on a busy day,People are buying food goods at a market some are just looking.
5011,A group of elephants standing around in mud while a group of workers wearing green shirts watch them,Multiple elephants are drinking water as various people spectate them.,A person in green watches a group of elephants playing in the mud.,Elephants are gathered in a pile of dirt and water with humans watching.,A group of baby elephants in a mud pit having fun
3403,A young blonde woman is intently sewing a sparkly teal fabric.,A focused girl leans closely into a sewing machine as she hems iridescent blue fabric.,A blonde girl is sewing blue fabric together with her sewing machine.,A young woman with blond hair leans her face close to a sewing machine as she slowly and deliberately stitches the seam of a turquoise colored cloth.,A blonde woman is working with a teal fabric on the sewing machine
6780,A sewing machine sews a line on a white piece of fabric.,An old fashion sewing machine with stitching a cloth happening.,A sewing machine using green string creates stitches on a white fabric.,A sewing machine needle is being lifted up and down on white fabric,A sewing machine is sewing a piece of fabric with the needle moving up and down.
6683,a sewing machine sews a pattern of a name and building onto a cloth,An automatic engraver is inscribing a picture and words on a plaque,The embroidery machine is making a logo for a dentist.,a machine engraving letters and a picture onto a blue cloth,A product is stitching up the letters on a blue-purple item
6138,A person is sewing a cloth using a sewing machine.,The black piece of material is making being stitched on by the sewing machine.,A white sewing machine works on a piece of blue fabric.,The sewing machine seems to work fine after being repaired.,A piece of blue fabric is being pushed through a sewing machine.
9355,A man sits at a table working at his craft then stands up quickly.,A person is seen seated at a desk using a sewing machine.,A man dressed in a white shirt works on a project at a table.,A person sits in front of a sewing machine and then stands up.,a young man works on a sewing project at his desk
5751,A man in a white t-shirt sees a large piece of white fabric.,A man is using a sewing machine to stitch a large piece of white fabric.,"Using a commercial grade sewing machine, a man is hemming yards of fabric very carefully.",A man is sewing a large white piece of fabric with a machine,A men pushing a large white material while a  machine sewing it.
2143,A person wearing a ring is using a sewing machine to sew some fabric.,A person is using a sewing machine to stitch some fabric.,A woman wearing a ring moves material while she uses a sewing machine.,She slowly runs the material through the automatic sewing machine.,A pair of hands pushes colorful fabric through a sewing machine.
3918,A cloth is being sewed with a sewing machine by a woman,A piece of floral fabric is guided by two hands through a sewing machine.,Someone guiding a large piece of fabric through a sewing machine.,A person moves a piece of fabric through a sewing machine.,"White fabric with red, blue, yellow and grey markings is being pushed through a sewing machine."
47,A person cuts a piece of fabric in front of a sewing machine,A person is cutting thread off red material near the sewing machine.,A person trims thread with a scissor in front of a sewing machine.,a person trims excess thread on a piece they had sewn,Someone is preparing a small red square of fabric to be sewed in a sewing machine.
3199,A girl with long hair is sewing a blue piece of fabric.,a girl tries to sew something that is in front of her,A woman is carefully sewing up a blue garment with a machine.,A blonde woman is sewing blue fabric with a singer sewing machine,A blonde girl is sewing together a piece of blue colored fabric with a machine
6140,A man sits around in a hospital and looks at something below him.,A man wearing a black shirt dances while he sews over a blue sheet.,A man in a dark green shirt is using a sewing machine.,a guy with a beard and a white machine in front of him mending a shirt,Man sewing a blanket for his son in a warehouse.
2020,An elderly couple dance together at a fancy event while people watch from the sidelines.,Two people are dancing at an event while others sit at a table.,An older couple dance together while others look on in the crowd,An old man and a woman dancing while people watched,A mature couple dance at a formal setting amongst guests.
5412,People are inside of a dance hall dancing to music in a line.,A few people are up dancing and moving their bodies at a restaurant or club.,Several adult persons are dancing but not with each other.,Men and women dancing together in a hotel conference room,Several people dance in a line at a wedding reception
7809,A small windmill that is white and red is spinning in the air.,A wind-powered propeller turns rapidly on the top of a pole in the sky.,A wind power source spins in the wind on a semi-cloudy day.,A wind turbine spins around on a sunny day with clouds in the sky,A pole with a object on top spins underneath the blue and white sky.
7055,A car mounted on a robotic arm is being twisted and rotated by mechanical motors,A small hatchback is perch on top of some kind of mechanical arm.,A machine arm moves a car around in the air,A grey car attached to a mechanical arm being moved back and forth several feet off the ground.,A mechanical arm holds up a car and waves it around.
8792,A man sings into a microphone that they have in their hands.,Three guys are sitting down and singing in their hand held mics.,A shirtless man with tattoos wearing sunglasses and a cap performs on a microphone with others.,Three people make music together with both voice and instruments.,Two guys are rapping in a full full of people in a house.
6860,A little baby wiggles around on the floor while wearing blue.,A little baby squirms on the floor while an adult sits next to them.,"An infant, lying on a pink, checkered blanket, struggles to lift its head. ",A baby squirming to the right towards a woman showing only their legs are both on a gingham blanket that's on a wooden floor.,A baby lying on the floor on a quilt attempts to roll over.
3557,a group of young girls dances to music and claps their hands in a gymnasium,a group of people perform a dance number with each other on stage,The group is dancing in the back of a larger group of people.,A group of people dancing and clapping their hands to the music,The ladies excitedly danced to the music at the concert.
4529,A group of men dancing in dress shirts with ties after a wedding.,a group of young people dance around in a gym setting,A group of tall youths in formal attire try some fancy dance moves.,A group of men in ties dance on a dance floor,A group of young men in shirts and ties perform dance moves in a hall.
9723,A group of cheerleaders in white and black uniform are performing its dance.,A group of cheerleaders cheers and dances at a basketball game.,Cheerleaders wearing white tank tops and black shorts raise green pom poms into the air.,Cheerleaders are singing and dancing while a drummer plays in the background.,The cheer squad of young girls cheer in unison with smiles on their faces.
4651,Woman dancing as part of a parade in Miami or Caribbean,a girl wearing a pink top dances happily down the street,A woman is dancing down the street in a parade.,A lady dances in the middle of the street while a crowd is gathered watching her as well as others who are dancing and walking.,A woman dancing very excitedly on the street while others walk.
9463,Concert fans dance in front of a stage as bright lights flash around the band.,A light display is visible on the stage as the audience hold up their hands and wave their arms.,A concert with many bright lights in a dark room with the audience cheering on.,Bright green lights are flashing in a dance club filled with dancing people.,A crowd of people are crowded together under flashing lights
929,A bunch of children are standing under a wind machine.,Several children are standing close together in a breezy attraction at a party room. One girl is grabbing each of the two other girls.,a group of 4 excited children standing in a wind tunnel machine,Four kids play in a wind tunnel attraction at a carnival.,Many children stand near a wind machine in the arcade
34,Five people are dancing with their arms around each other,a group of people dance to music while putting their arms around each other,A group of people form a circle and dance while grasping each other's arms.,A bunch of guys are in a circle doing a dance as lights flash.,a group of people at a party inside a building dancing in a circle
7836,a football team marches through a red blow up tunnel towards a crowd of cheerleaders.,A football team is running onto the stadium and field.,A football team dressed in blue and white is entering a football field.,Football players run onto the field and cheerleaders wait to cheer them in.,A football team runs down to the field in an attempt to start the game
9044,"I can flip it , toss it , catch it , and cook it.",a person flips some item in the air that they are making,A man wearing a light yellow sweatshirt flips pizza dough in the air.,A man in a yellow hoodie throwing dough into the air,A woman in a yellow hoodie attempts to throw pizza dough in the air
